LPSP_X,LPSP_Y,LPSP_Z,LPSP_Yaw,LPSP_VX,LPSP_VY,LPSP_VZ,LPSP_AX,LPSP_AY,LPSP_AZ
-4.659716606140137,5.027055263519287,1.6228245496749878,2.4998064041137695,0.0,0.0,0.0,0.0,0.0,-5.10372257232666
-4.659738063812256,5.027041912078857,1.6254801750183105,2.4998064041137695,0.0,0.0,0.0,0.0,0.0,-5.395856857299805
-4.659752368927002,5.027032852172852,1.6256251335144043,2.4998064041137695,0.0,0.0,0.0,0.0,0.0,-5.592160701751709
-4.659766674041748,5.027023792266846,1.624035358428955,2.4998064041137695,0.0,0.0,0.0,0.0,0.0,-5.78838586807251
-4.659788131713867,5.027010440826416,1.6178627014160156,2.4998064041137695,0.0,0.0,0.0,0.0,0.0,-6.082098484039307
-4.659802436828613,5.02700138092041,1.6104683876037598,2.4998064041137695,0.0,0.0,-1.0,0.04088220000267029,-0.04683228209614754,-6.223555088043213
-4.659823894500732,5.0269880294799805,1.5979973077774048,2.4998064041137695,0.016800880432128906,-0.03856849670410156,-1.0,0.15261131525039673,-0.18817652761936188,-6.052534103393555
-4.6598381996154785,5.026978969573975,1.5869470834732056,2.4998064041137695,0.023131370544433594,-0.04669809341430664,-1.0,0.20071613788604736,-0.2506513297557831,-5.946760177612305
-4.659852504730225,5.026969909667969,1.572404384613037,2.4998064041137695,0.03037548065185547,-0.055805206298828125,-1.0,0.2257186472415924,-0.27283939719200134,-5.862414836883545
-4.659873962402344,5.026956558227539,1.5462441444396973,2.4998064041137695,0.04350900650024414,-0.07211446762084961,-1.0,0.25708943605422974,-0.31631308794021606,-5.820749759674072
-4.65988826751709,5.026947498321533,1.5288320779800415,2.4998064041137695,0.05239152908325195,-0.08346891403198242,-1.0,0.2724515497684479,-0.34114620089530945,-5.85050106048584
-4.659902572631836,5.026938438415527,1.5125306844711304,2.4998064041137695,0.06186342239379883,-0.09531927108764648,-1.0,0.2892141342163086,-0.35460108518600464,-5.871856212615967
-4.659924030303955,5.026925086975098,1.4892241954803467,2.4998064041137695,0.0755152702331543,-0.11318206787109375,-1.0,0.3050398826599121,-0.36714234948158264,-5.943535804748535
-4.659938335418701,5.026916027069092,1.4731261730194092,2.4998064041137695,0.08549928665161133,-0.12609004974365234,-1.0,0.306021511554718,-0.3743276000022888,-5.9819416999816895
-4.659952640533447,5.026906967163086,1.4570260047912598,2.4998064041137695,0.09522819519042969,-0.13895845413208008,-1.0,0.3067702651023865,-0.37769225239753723,-5.9903130531311035
-4.659974098205566,5.026893615722656,1.4312423467636108,2.4998064041137695,0.11023759841918945,-0.1591510772705078,-1.0,0.2964742183685303,-0.3786706328392029,-6.046416282653809
-4.6599884033203125,5.02688455581665,1.4150919914245605,2.4998064041137695,0.11919641494750977,-0.17110538482666016,-1.0,0.2931983768939972,-0.3714897632598877,-6.088839054107666
-4.660009860992432,5.026871204376221,1.3928133249282837,2.4998064041137695,0.13103818893432617,-0.18637847900390625,-1.0,0.2812242805957794,-0.34811916947364807,-6.1095075607299805
-4.660024166107178,5.026862144470215,1.3760035037994385,2.4998064041137695,0.1386876106262207,-0.1965188980102539,-1.0,0.26717397570610046,-0.33271732926368713,-6.100077152252197
-4.660044193267822,5.026848793029785,1.3492283821105957,2.4998064041137695,0.14867830276489258,-0.2110729217529297,-1.0,0.2484963983297348,-0.3196711838245392,-6.1020731925964355
-4.660057544708252,5.026839733123779,1.3301345109939575,2.4998064041137695,0.15389013290405273,-0.21941089630126953,-1.0,0.23723454773426056,-0.31485211849212646,-6.1014509201049805
-4.660071849822998,5.026830673217773,1.3101351261138916,2.4998064041137695,0.15844011306762695,-0.22716903686523438,-1.0,0.2241813689470291,-0.3195919096469879,-6.104395866394043
-4.660093307495117,5.026817321777344,1.286386489868164,2.4998064041137695,0.16351890563964844,-0.2369537353515625,-1.0,0.20977206528186798,-0.3229500949382782,-6.11114501953125
-4.660106658935547,5.026808261871338,1.2683054208755493,2.4998064041137695,0.16618108749389648,-0.24331426620483398,-1.0,0.1941046267747879,-0.3295936584472656,-6.107429027557373
-4.660126686096191,5.026795387268066,1.2415324449539185,2.4998064041137695,0.1683354377746582,-0.25265026092529297,-1.0,0.17349238693714142,-0.34342023730278015,-6.123364448547363
-4.6601409912109375,5.026786804199219,1.2253968715667725,2.4998064041137695,0.16848325729370117,-0.2580723762512207,-1.0,0.16262833774089813,-0.35497811436653137,-6.134339332580566
-4.660155296325684,5.026777744293213,1.2069122791290283,2.4998064041137695,0.1681218147277832,-0.26351308822631836,-1.0,0.15131811797618866,-0.3682456612586975,-6.139951229095459
-4.660168647766113,5.026769161224365,1.1893993616104126,2.4998064041137695,0.16706228256225586,-0.2691335678100586,-1.0,0.14343152940273285,-0.38325178623199463,-6.154555797576904
-4.660188674926758,5.026756286621094,1.1628260612487793,2.4998064041137695,0.16473817825317383,-0.27724552154541016,-1.0,0.1290687620639801,-0.4085501432418823,-6.1543731689453125
